key,add_states,allowableClass,amulet_exp,baserepaired,bonding,caizhuangid,canuse,classtype,clothesEff,damage,defense,description,displayid,equipmentset,inventorytype,item_from_where,level,maxDurability,maxSocket,name,overdue_type,pet_studylevel,popupwnd,qualty,questid,requiredlevel,sellPrice,sockettype,spellcategory,spellcooldown,spellid,stackable,states,subclass,tipsclass,useable
19100070,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,人物增进炼体的外丹，服用此丹，可永久增加1点远防。,2000550,0,0,,50,0,0,生元散,0,0,,0,0,1$100,0,,0,0,0,99,,2,7,0
1020452,,0,28,6,2,0,1,9,0,50$50$50,0$0$0,,1020450,0,13,更高品质的[金色项链#00ff00]可通过[解封#00ff00]封印的紫色项链获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,50,100,4,血祭项链,0,0,,1,0,50$100,150,,0,0,0,1,魔攻^12$远攻^12$近攻^12$命中^12,1,2,0
14000680,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010500,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级远防石,0,0,enchant$3,3,0,0$100,80,1208,0,0,0,999,远防^90,3,13,0
14000681,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010500,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级远防石,0,0,enchant$3,3,0,0$100,80,1208,0,0,0,999,远防^90,3,13,0
19010090,,0,0,0,0,0,1,137,0,0$0$0,0$0$0,双击使用可获得100000非绑定钱币。,2050450,0,0,,1,0,0,中品摇钱符,0,0,,0,0,1$100,0,,0,0,0,99,钱币^100000,0,7,0
19010091,,0,0,0,2,0,1,137,0,0$0$0,0$0$0,双击使用可获得100000绑定钱币。,2050450,0,0,,1,0,0,中品摇钱符,0,0,,0,0,1$100,0,,0,0,0,99,绑定钱币^100000,0,7,0
1020461,,0,28,6,1,0,1,9,0,68$68$68,0$0$0,,1020460,0,13,更高品质的[金色项链#00ff00]可通过[解封#00ff00]封印的紫色项链获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,60,100,4,龙吟项链,0,0,,1,0,60$100,180,,0,0,0,1,魔攻^15$远攻^15$近攻^15$命中^15,1,2,0
22000111,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：一级命魂术|n|生命增加300|n|效果直接加于人物身上,2040010,0,0,,1,0,0,一级命魂术,0,0,,0,0,1$100,0,,0,0,0,99,,3,4,0
22000151,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：五级命魂术|n|生命增加2100|n|效果直接加于人物身上,2040010,0,0,,1,0,0,五级命魂术,0,0,,4,0,1$100,0,,0,0,0,99,,3,4,0
22000141,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：四级命魂术|n|生命增加1500|n|效果直接加于人物身上,2040010,0,0,,1,0,0,四级命魂术,0,0,,3,0,1$100,0,,0,0,0,99,,3,4,0
1020451,,0,28,6,1,0,1,9,0,50$50$50,0$0$0,,1020450,0,13,更高品质的[金色项链#00ff00]可通过[解封#00ff00]封印的紫色项链获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,50,100,4,血祭项链,0,0,,1,0,50$100,150,,0,0,0,1,魔攻^12$远攻^12$近攻^12$命中^12,1,2,0
1020462,,0,28,6,2,0,1,9,0,68$68$68,0$0$0,,1020460,0,13,更高品质的[金色项链#00ff00]可通过[解封#00ff00]封印的紫色项链获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,60,100,4,龙吟项链,0,0,,1,0,60$100,180,,0,0,0,1,魔攻^15$远攻^15$近攻^15$命中^15,1,2,0
1020421,,0,284,2,1,0,1,9,0,21$21$21,0$0$0,,1020420,0,13,更高等级的[紫色品质#00ff00]项链可在[荣誉商店#00ff00]通过荣誉值兑换获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,15,100,4,符文项链,0,0,,1,0,15$100,80,,0,0,0,1,魔攻^3$远攻^3$近攻^3,1,2,0
22000121,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：二级命魂术|n|生命增加600|n|效果直接加于人物身上,2040010,0,0,,1,0,0,二级命魂术,0,0,,1,0,1$100,0,,0,0,0,99,,3,4,0
19010110,,0,0,0,0,0,1,137,0,0$0$0,0$0$0,双击使用可获得500000非绑定钱币。,2050460,0,0,,1,0,0,上品摇钱符,0,0,,0,0,1$100,0,,0,0,0,99,钱币^500000,0,7,0
19010111,,0,0,0,2,0,1,137,0,0$0$0,0$0$0,双击使用可获得500000绑定钱币。,2050460,0,0,,1,0,0,上品摇钱符,0,0,,0,0,1$100,0,,0,0,0,99,绑定钱币^500000,0,7,0
1000000,,0,0,44,2,0,1,5,0,824454$824454$824454,443654$443654$443654,可到有熊城装备炼器大师进行星阶等强化。|n|提示：按ctrl+左键可发到聊天区，可到商店出售该物品。,1100610,0,6,,1,100,0,GM无敌胸甲,0,0,,4,0,1$100,420,,0,0,0,1,生命值^200000$韧性^1000$命中^10000$闪避^1000$暴击^1000$暴伤^1000,1,2,0
1040961,,0,0,10,1,0,1,6,0,0$0$0,78$78$78,,1040960,604,4,,60,100,5,麒麟腰带,0,0,,3,0,60$100,240,,0,0,0,1,魔防^17$远防^17$近防^17$闪避^23$生命^180,1,2,0
27001410,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：一级灵能威慑|n|法宝攻击时有1%几率使目标4秒内攻击-50%,3310041,0,0,在“法宝”—“技能”中获取,1,0,0,一级灵能威慑,0,0,,0,0,1$100,0,,0,0,0,1,,3,9,0
27001411,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：一级灵能威慑|n|法宝攻击时有1%几率使目标4秒内攻击-50%,3310041,0,0,在“法宝”—“技能”中获取,1,0,0,一级灵能威慑,0,0,,0,0,1$100,0,,0,0,0,1,,3,9,0
1311301,,1,0,0,1,0,1,1,0,10$10$10,5$5$5,坐骑，可以星阶和转移|n|增加15%的移动速度。|n|被攻击下马率80%。,1301301,0,15,,1,100,0,蓝冰兽,0,0,,0,0,1$100,0,,0,0,0,1,,1,2,0
14000710,,0,82,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可通过挑战各[副本#00ff00]获得也可在[造物#00ff00]，[仙缘福报#00ff00]中获得,1,0,0,1级近防石,0,0,enchant$3,0,0,0$100,10,1101,0,0,0,999,近防^5,3,13,0
14000711,,0,82,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可通过挑战各[副本#00ff00]获得也可在[造物#00ff00]，[仙缘福报#00ff00]中获得,1,0,0,1级近防石,0,0,enchant$3,0,0,0$100,10,1101,0,0,0,999,近防^5,3,13,0
19010120,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,双击使用获得5000点灵力。,2000420,0,0,,1,0,0,小聚灵丹,0,0,,0,0,1$100,0,,0,0,0,99,灵力增加^5000,0,7,0
19010121,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,双击使用获得5000点灵力。,2000420,0,0,,1,0,0,小聚灵丹,0,0,,0,0,1$100,0,,0,0,0,99,灵力增加^5000,0,7,0
24040010,,0,0,0,0,0,0,0,0,0$0$0,0$0$0,用于剑灵进阶使用的道具。,24040010,0,0,可在[伏魔域#00ff00]副本中2~25关获得,0,0,0,凡品剑灵升阶石,0,0,,1,0,1$100,0,,0,0,0,99,,0,9,0
24040011,,0,0,0,2,0,0,0,0,0$0$0,0$0$0,用于剑灵进阶使用的道具。,24040010,0,0,可在[伏魔域#00ff00]副本中2~25关获得,0,0,0,凡品剑灵升阶石,0,0,,1,0,1$100,0,,0,0,0,99,,0,9,0
27001420,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：二级灵能威慑|n|法宝攻击时有2%几率使目标4秒内攻击-50%|n|注意：需要先学习一级灵能威慑,3310042,0,0,在“法宝”—“技能”中获取,1,0,0,二级灵能威慑,0,0,,1,0,1$100,0,,0,0,0,1,,3,9,0
27001421,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：二级灵能威慑|n|法宝攻击时有2%几率使目标4秒内攻击-50%|n|注意：需要先学习一级灵能威慑,3310042,0,0,在“法宝”—“技能”中获取,1,0,0,二级灵能威慑,0,0,,1,0,1$100,0,,0,0,0,1,,3,9,0
1311302,,1,0,0,1,0,1,1,0,10$10$10,5$5$5,坐骑，可以星阶和转移|n|增加15%的移动速度。|n|被攻击下马率80%。,1301301,0,15,,1,100,0,蓝冰兽,0,0,,0,0,1$100,0,,0,0,0,1,,1,2,0
14000720,,0,367,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可通过挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,2,0,0,2级近防石,0,0,enchant$3,0,0,0$100,20,1102,0,0,0,999,近防^10,3,13,0
14000721,,0,367,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可通过挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,2,0,0,2级近防石,0,0,enchant$3,0,0,0$100,20,1102,0,0,0,999,近防^10,3,13,0
19010130,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,双击使用获得20000点灵力。,2000430,0,0,,1,0,0,中聚灵丹,0,0,,1,0,1$100,0,,0,0,0,99,灵力增加^20000,0,7,0
19010131,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,双击使用获得20000点灵力。,2000430,0,0,,1,0,0,中聚灵丹,0,0,,1,0,1$100,0,,0,0,0,99,灵力增加^20000,0,7,0
24040020,,0,0,0,0,0,0,0,0,0$0$0,0$0$0,用于剑灵5-8阶进阶使用的道具。,24040020,0,0,,0,0,0,中品剑灵升阶石,0,0,,2,0,1$100,0,,0,0,0,99,,0,9,0
24040021,,0,0,0,2,0,0,0,0,0$0$0,0$0$0,用于剑灵5-8阶进阶使用的道具。,24040020,0,0,,0,0,0,中品剑灵升阶石,0,0,,2,0,1$100,0,,0,0,0,99,,0,9,0
27001430,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：三级灵能威慑|n|法宝攻击时有4%几率使目标4秒内攻击-50%|n|注意：需要先学习二级灵能威慑,3310043,0,0,在“法宝”—“技能”中获取,1,0,0,三级灵能威慑,0,0,,2,0,1$100,0,,0,0,0,1,,3,9,0
27001431,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：三级灵能威慑|n|法宝攻击时有4%几率使目标4秒内攻击-50%|n|注意：需要先学习二级灵能威慑,3310043,0,0,在“法宝”—“技能”中获取,1,0,0,三级灵能威慑,0,0,,2,0,1$100,0,,0,0,0,1,,3,9,0
14000730,,0,1794,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,3,0,0,3级近防石,0,0,enchant$3,1,0,0$100,30,1103,0,0,0,999,近防^16,3,13,0
14000731,,0,1794,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[仙缘福报#00ff00]和[炼器#00ff00]中获得,3,0,0,3级近防石,0,0,enchant$3,1,0,0$100,30,1103,0,0,0,999,近防^16,3,13,0
19010140,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,双击使用获得100000点灵力。,2000440,0,0,,1,0,0,大聚灵丹,0,0,,2,0,1$100,0,,0,0,0,99,灵力增加^100000,0,7,0
19010141,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,双击使用获得100000点灵力。,2000440,0,0,,1,0,0,大聚灵丹,0,0,,2,0,1$100,0,,0,0,0,99,灵力增加^100000,0,7,0
24040030,,0,0,0,0,0,0,0,0,0$0$0,0$0$0,用于剑灵9-11阶进阶使用的道具。,24040030,0,0,,0,0,0,上品剑灵升阶石,0,0,,3,0,1$100,0,,0,0,0,99,,0,9,0
24040031,,0,0,0,2,0,0,0,0,0$0$0,0$0$0,用于剑灵9-11阶进阶使用的道具。,24040030,0,0,,0,0,0,上品剑灵升阶石,0,0,,3,0,1$100,0,,0,0,0,99,,0,9,0
27001440,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：四级灵能威慑|n|法宝攻击时有8%几率使目标4秒内攻击-50%|n|注意：需要先学习三级灵能威慑,3310044,0,0,在“法宝”—“技能”中获取,1,0,0,四级灵能威慑,0,0,,3,0,1$100,0,,0,0,0,1,,3,9,0
27001441,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：四级灵能威慑|n|法宝攻击时有8%几率使目标4秒内攻击-50%|n|注意：需要先学习三级灵能威慑,3310044,0,0,在“法宝”—“技能”中获取,1,0,0,四级灵能威慑,0,0,,3,0,1$100,0,,0,0,0,1,,3,9,0
22000210,,0,0,0,0,0,1,130,0,0$0$0,0$0$0,仙宠仙术：一级近攻术|n|近攻增加20|n|效果直接加于人物身上,2040060,0,0,,1,0,0,一级近攻术,0,0,,0,0,1$100,0,,0,0,0,99,,3,4,0
14000740,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,4,0,0,4级近防石,0,0,enchant$3,1,0,0$100,40,1104,0,0,0,999,近防^24,3,13,0
14000741,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,4,0,0,4级近防石,0,0,enchant$3,1,0,0$100,40,1104,0,0,0,999,近防^24,3,13,0
19010150,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,双击使用获得200000点灵力。,2000450,0,0,,1,0,0,特级聚灵丹,0,0,,3,0,1$100,0,,0,0,0,99,灵力增加^200000,0,7,0
19010151,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,双击使用获得200000点灵力。,2000450,0,0,,1,0,0,特级聚灵丹,0,0,,3,0,1$100,0,,0,0,0,99,灵力增加^200000,0,7,0
1040962,,0,0,10,2,0,1,6,0,0$0$0,78$78$78,,1040960,604,4,,60,100,5,麒麟腰带,0,0,,3,0,60$100,240,,0,0,0,1,魔防^17$远防^17$近防^17$闪避^23$生命^180,1,2,0
1020521,,0,284,2,1,0,1,4,0,0$0$0,16$16$16,,1020520,202,2,更高等级的[紫色品质#00ff00]肩甲可通过挑战[通灵道#00ff00]副本有几率获得。|n|也可在[造物#00ff00]系统中通过材料炼制获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,15,100,4,符文护肩,0,0,,1,0,15$100,64,,0,0,0,1,魔防^2$远防^2$近防^2,1,2,0
27001450,,0,0,0,0,0,1,145,0,0$0$0,0$0$0,法宝技能：五级灵能威慑|n|法宝攻击时有16%几率使目标4秒内攻击-50%|n|注意：需要先学习四级灵能威慑,3310045,0,0,在“法宝”—“技能”中获取,1,0,0,五级灵能威慑,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
27001451,,0,0,0,2,0,1,145,0,0$0$0,0$0$0,法宝技能：五级灵能威慑|n|法宝攻击时有16%几率使目标4秒内攻击-50%|n|注意：需要先学习四级灵能威慑,3310045,0,0,在“法宝”—“技能”中获取,1,0,0,五级灵能威慑,0,0,,4,0,1$100,0,,0,0,0,1,,3,9,0
22000220,,0,0,0,0,0,1,130,0,0$0$0,0$0$0,仙宠仙术：二级近攻术|n|近攻增加40|n|效果直接加于人物身上,2040060,0,0,,1,0,0,二级近攻术,0,0,,1,0,1$100,0,,0,0,0,99,,3,4,0
14000750,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级近防石,0,0,enchant$3,2,0,0$100,50,1105,0,0,0,999,近防^34,3,13,0
14000751,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,5,0,0,5级近防石,0,0,enchant$3,2,0,0$100,50,1105,0,0,0,999,近防^34,3,13,0
22000240,,0,0,0,0,0,1,130,0,0$0$0,0$0$0,仙宠仙术：四级近攻术|n|近攻增加95|n|效果直接加于人物身上,2040060,0,0,,1,0,0,四级近攻术,0,0,,3,0,1$100,0,,0,0,0,99,,3,4,0
22000241,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：四级近攻术|n|近攻增加95|n|效果直接加于人物身上,2040060,0,0,,1,0,0,四级近攻术,0,0,,3,0,1$100,0,,0,0,0,99,,3,4,0
1020522,,0,284,2,2,0,1,4,0,0$0$0,16$16$16,,1020520,202,2,更高等级的[紫色品质#00ff00]肩甲可通过挑战[通灵道#00ff00]副本有几率获得。|n|也可在[造物#00ff00]系统中通过材料炼制获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,15,100,4,符文护肩,0,0,,1,0,15$100,64,,0,0,0,1,魔防^2$远防^2$近防^2,1,2,0
1020531,,0,28,3,1,0,1,4,0,0$0$0,28$28$28,,1020530,302,2,更高品质的[金色肩甲#00ff00]可通过[仙缘#00ff00]获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,30,100,4,辟邪护肩,0,0,,1,0,30$100,105,,0,0,0,1,魔防^5$远防^5$近防^5$韧性^7,1,2,0
1020532,,0,28,3,2,0,1,4,0,0$0$0,28$28$28,,1020530,302,2,更高品质的[金色肩甲#00ff00]可通过[仙缘#00ff00]获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,30,100,4,辟邪护肩,0,0,,1,0,30$100,105,,0,0,0,1,魔防^5$远防^5$近防^5$韧性^7,1,2,0
11051630,,0,0,0,0,0,1,0,0,0$0$0,0$0$0,直接回复1500点生命。,2000340,0,0,,1,0,0,小命归散,1,0,,1,0,0$100,0,,14,60000,570000051,1,,0,1,0
22000230,,0,0,0,0,0,1,130,0,0$0$0,0$0$0,仙宠仙术：三级近攻术|n|近攻增加65|n|效果直接加于人物身上,2040060,0,0,,1,0,0,三级近攻术,0,0,,2,0,1$100,0,,0,0,0,99,,3,4,0
14000760,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,6,0,0,6级近防石,0,0,enchant$3,2,0,0$100,60,1106,0,0,0,999,近防^48,3,13,0
14000761,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,6,0,0,6级近防石,0,0,enchant$3,2,0,0$100,60,1106,0,0,0,999,近防^48,3,13,0
13030010,,0,0,0,0,0,0,102,0,0$0$0,0$0$0,星阶等级为1-3时，每个增加5%的星阶成功率。,2020150,0,0,,1,0,0,低级星云,0,0,enchant$0,1,0,1$100,0,,0,0,0,99,,3,3,0
13030011,,0,0,0,2,0,0,102,0,0$0$0,0$0$0,星阶等级为1-3时，每个增加5%的星阶成功率。,2020150,0,0,,1,0,0,低级星云,0,0,enchant$0,1,0,1$100,0,,0,0,0,99,,3,3,0
1020541,,0,0,5,1,0,1,4,0,0$0$0,48$48$48,,1020540,402,2,,40,100,4,伏魔护肩,0,0,,1,0,40$100,140,,0,0,0,1,魔防^11$远防^11$近防^11$韧性^16$生命^100,1,2,0
21000830,,0,0,0,0,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的Ⅱ阶紫色仙宠,210000,0,0,,1,0,0,地球宝宝召唤符,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,2024^2024^2024^2024$2025^2025^2025^2025$2026^2026^2026^2026$2023^2023^2023^2023,0,4,0
21000831,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、30资质值#ff00ff]的Ⅱ阶紫色仙宠,210000,0,0,,1,0,0,地球宝宝召唤符,0,0,pet_egg$0,3,0,1$100,0,,0,0,0,1,2024^2024^2024^2024$2025^2025^2025^2025$2026^2026^2026^2026$2023^2023^2023^2023,0,4,0
14000770,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,7,0,0,7级近防石,0,0,enchant$3,3,0,0$100,70,1107,0,0,0,999,近防^68,3,13,0
14000771,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,7,0,0,7级近防石,0,0,enchant$3,3,0,0$100,70,1107,0,0,0,999,近防^68,3,13,0
13030020,,0,367,0,0,0,0,102,0,0$0$0,0$0$0,星阶等级为4-7时，每个增加5%的星阶成功率。,2020160,0,0,可击杀世界[boss#00ff00]掉落或挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]中获得,1,0,0,中级星云,0,0,enchant$0,2,0,1$100,0,,0,0,0,99,,3,3,0
13030021,,0,367,0,2,0,0,102,0,0$0$0,0$0$0,星阶等级为4-7时，每个增加5%的星阶成功率。,2020160,0,0,可击杀世界[boss#00ff00]掉落或挑战[风啸岬#00ff00]副本获得也可在[仙缘福报#00ff00]中获得,1,0,0,中级星云,0,0,enchant$0,2,0,1$100,0,,0,0,0,99,,3,3,0
1020542,,0,0,5,2,0,1,4,0,0$0$0,48$48$48,,1020540,402,2,,40,100,4,伏魔护肩,0,0,,1,0,40$100,140,,0,0,0,1,魔防^11$远防^11$近防^11$韧性^16$生命^100,1,2,0
1020551,,0,28,6,1,0,1,4,0,0$0$0,43$43$43,,1020550,502,2,更高品质的[金色肩甲#00ff00]可通过[仙缘#00ff00]获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,50,100,4,血祭护肩,0,0,,1,0,50$100,150,,0,0,0,1,魔防^8$远防^8$近防^8$韧性^12,1,2,0
21000840,,0,0,0,0,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、15资质值#ff00ff]的绿色仙宠,3100019,0,0,,1,0,0,布鲁召唤符,0,0,pet_egg$0,1,0,1$100,0,,0,0,0,1,27^27^27^27$28^28^28^28$29^29^29^29$30^30^30^30,0,4,0
21000841,,0,0,0,2,0,1,131,0,0$0$0,0$0$0,打开可获得一只[20成长值、15资质值#ff00ff]的绿色仙宠,3100019,0,0,,1,0,0,布鲁召唤符,0,0,pet_egg$0,1,0,1$100,0,,0,0,0,1,27^27^27^27$28^28^28^28$29^29^29^29$30^30^30^30,0,4,0
22000250,,0,0,0,0,0,1,130,0,0$0$0,0$0$0,仙宠仙术：五级近攻术|n|近攻增加130|n|效果直接加于人物身上,2040060,0,0,,1,0,0,五级近攻术,0,0,,4,0,1$100,0,,0,0,0,99,,3,4,0
14000780,,0,0,0,0,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级近防石,0,0,enchant$3,3,0,0$100,80,1108,0,0,0,999,近防^90,3,13,0
14000781,,0,0,0,2,0,0,15,0,0$0$0,0$0$0,天地五行精气孕育而成，镶嵌于兵甲之上可获得种种不可思议的提升。 |n|只能镶嵌到防具上。,2010600,0,0,可在[炼器#00ff00]中的[合成#00ff00]中获得,8,0,0,8级近防石,0,0,enchant$3,3,0,0$100,80,1108,0,0,0,999,近防^90,3,13,0
13030030,,0,571,0,0,0,0,102,0,0$0$0,0$0$0,星阶等级为8-11时，每个增加5%的星阶成功率。,2020170,0,0,可击杀世界[boss#00ff00]掉落或在[仙缘福报#00ff00]中获得,1,0,0,高级星云,0,0,enchant$0,3,0,1$100,0,,0,0,0,99,,3,3,0
13030031,,0,571,0,2,0,0,102,0,0$0$0,0$0$0,星阶等级为8-11时，每个增加5%的星阶成功率。,2020170,0,0,可击杀世界[boss#00ff00]掉落或在[仙缘福报#00ff00]中获得,1,0,0,高级星云,0,0,enchant$0,3,0,1$100,0,,0,0,0,99,,3,3,0
1020552,,0,28,6,2,0,1,4,0,0$0$0,43$43$43,,1020550,502,2,更高品质的[金色肩甲#00ff00]可通过[仙缘#00ff00]获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,50,100,4,血祭护肩,0,0,,1,0,50$100,150,,0,0,0,1,魔防^8$远防^8$近防^8$韧性^12,1,2,0
1020561,,0,28,6,1,0,1,4,0,0$0$0,56$56$56,,1020560,602,2,更高品质的[金色肩甲#00ff00]可通过[仙缘#00ff00]获得。|n|装备上的星阶，打孔，灵石，器灵均可通过转移功能转移给相同等级区域的其它装备。,60,100,4,龙吟护肩,0,0,,1,0,60$100,180,,0,0,0,1,魔防^11$远防^11$近防^11$韧性^15,1,2,0
22000211,,0,0,0,2,0,1,130,0,0$0$0,0$0$0,仙宠仙术：一级近攻术|n|近攻增加20|n|效果直接加于人物身上,2040060,0,0,,1,0,0,一级近攻术,0,0,,0,0,1$100,0,,0,0,0,99,,3,4,0
19010180,,0,0,0,0,0,1,84,0,0$0$0,0$0$0,双击使用后获得7天周卡VIP特权，并可以享受：|n|1. 每天免费使用20朱雀行鞋|n|2.每天返回8礼券（7天总返还56礼券）|n|3.打怪经验变为1.1倍，与1.5倍经验药叠加成1.6倍|n|4.可随时进入VIP专属挂机地图，额外再多获得20%经验|n|5.泡温泉可获得1.1倍经验和灵力|n|6.开放随身商店，可随时随地购买药品和修理装备|n|7.开放随身仓库，可随时随地存取道具|n|8.自动挂机时可使用自动修理和选择怪物功能|n|9.答题活动中可增加1次自动答题机会,2050470,0,0,,1,0,0,VIP周卡,0,0,,1,0,1$100,0,,0,0,0,99,,0,7,0
19010171,,0,0,0,2,0,1,0,0,0$0$0,0$0$0,牛逼啊,2000450,0,0,,1,0,0,GM聚灵丹,0,0,,0,0,1$100,0,,0,0,0,99,灵力增加^5000000,0,7,0
